
minsithumaung@connect-172-31-3-24 csce_412_project_3 % make
mkdir -p obj
mkdir -p bin
g++ -Wall -Wextra -Iinclude -std=c++11 -c src/LoadBalancer.cpp -o obj/LoadBalancer.o
g++ -Wall -Wextra -Iinclude -std=c++11 -c src/Request.cpp -o obj/Request.o
g++ -Wall -Wextra -Iinclude -std=c++11 -c src/WebServer.cpp -o obj/WebServer.o
g++ -Wall -Wextra -Iinclude -std=c++11 -c src/main.cpp -o obj/main.o
g++  obj/LoadBalancer.o  obj/Request.o  obj/WebServer.o  obj/main.o -o bin/load_balancer
./bin/load_balancer
Enter the number of servers: 10
Enter the duration (clock cycles) to run the load balancer: 10000
Added request with IP in: 47.64.214.29, IP out: 116.130.41.164, processing time: 7
Server 6 assigned request with IP in: 89.131.66.61, IP out: 151.196.155.187
Assigned request to server 6 with IP in: 89.131.66.61, IP out: 151.196.155.187
Server 8 assigned request with IP in: 112.5.148.94, IP out: 225.42.221.33
Assigned request to server 8 with IP in: 112.5.148.94, IP out: 225.42.221.33
Server 2 finished processing request.
Server 7 finished processing request.
Server 2 assigned request with IP in: 93.237.115.2, IP out: 238.140.177.96
Assigned request to server 2 with IP in: 93.237.115.2, IP out: 238.140.177.96
Server 7 assigned request with IP in: 9.37.183.85, IP out: 125.232.212.117
Assigned request to server 7 with IP in: 9.37.183.85, IP out: 125.232.212.117
Server 9 finished processing request.
Server 9 assigned request with IP in: 141.74.74.117, IP out: 19.166.217.33
Assigned request to server 9 with IP in: 141.74.74.117, IP out: 19.166.217.33
Server 4 finished processing request.
Server 4 assigned request with IP in: 194.152.90.177, IP out: 211.102.67.151
Assigned request to server 4 with IP in: 194.152.90.177, IP out: 211.102.67.151
Server 2 finished processing request.
Server 2 assigned request with IP in: 189.150.177.81, IP out: 55.164.149.40
Assigned request to server 2 with IP in: 189.150.177.81, IP out: 55.164.149.40
Server 0 finished processing request.
Server 5 finished processing request.
Server 0 assigned request with IP in: 240.50.251.181, IP out: 108.42.177.152
Assigned request to server 0 with IP in: 240.50.251.181, IP out: 108.42.177.152
Server 5 assigned request with IP in: 73.127.45.52, IP out: 18.145.89.166
Assigned request to server 5 with IP in: 73.127.45.52, IP out: 18.145.89.166
Server 9 finished processing request.
Server 9 assigned request with IP in: 163.186.63.118, IP out: 99.237.47.78
Assigned request to server 9 with IP in: 163.186.63.118, IP out: 99.237.47.78
Server 1 finished processing request.
Server 1 assigned request with IP in: 208.60.83.13, IP out: 190.143.163.62
Assigned request to server 1 with IP in: 208.60.83.13, IP out: 190.143.163.62
Server 1 finished processing request.
Server 3 finished processing request.
Server 6 finished processing request.
Server 8 finished processing request.
Server 9 finished processing request.
Added request with IP in: 64.114.159.226, IP out: 92.27.99.202, processing time: 16
Server 1 assigned request with IP in: 40.227.65.211, IP out: 7.161.128.253
Assigned request to server 1 with IP in: 40.227.65.211, IP out: 7.161.128.253
Server 3 assigned request with IP in: 60.177.196.18, IP out: 147.131.194.137
Assigned request to server 3 with IP in: 60.177.196.18, IP out: 147.131.194.137
Server 6 assigned request with IP in: 142.38.7.162, IP out: 232.84.8.81
Assigned request to server 6 with IP in: 142.38.7.162, IP out: 232.84.8.81
Server 8 assigned request with IP in: 44.252.229.103, IP out: 160.229.210.175
Assigned request to server 8 with IP in: 44.252.229.103, IP out: 160.229.210.175
Server 9 assigned request with IP in: 204.112.6.52, IP out: 195.160.189.86
Assigned request to server 9 with IP in: 204.112.6.52, IP out: 195.160.189.86
Server 4 finished processing request.
Server 5 finished processing request.
Server 7 finished processing request.
Server 4 assigned request with IP in: 13.81.114.109, IP out: 153.133.127.8
Assigned request to server 4 with IP in: 13.81.114.109, IP out: 153.133.127.8
Server 5 assigned request with IP in: 185.199.170.190, IP out: 74.169.100.142
Assigned request to server 5 with IP in: 185.199.170.190, IP out: 74.169.100.142
Server 7 assigned request with IP in: 97.4.243.201, IP out: 152.254.4.100
Assigned request to server 7 with IP in: 97.4.243.201, IP out: 152.254.4.100
Server 0 finished processing request.
Server 3 finished processing request.
Server 6 finished processing request.
Server 0 assigned request with IP in: 140.50.156.105, IP out: 5.129.150.196
Assigned request to server 0 with IP in: 140.50.156.105, IP out: 5.129.150.196
Server 3 assigned request with IP in: 95.255.201.49, IP out: 241.139.16.205
Assigned request to server 3 with IP in: 95.255.201.49, IP out: 241.139.16.205
Server 6 assigned request with IP in: 196.42.213.239, IP out: 16.85.149.251
Assigned request to server 6 with IP in: 196.42.213.239, IP out: 16.85.149.251
Server 2 finished processing request.
Server 4 finished processing request.
Server 2 assigned request with IP in: 80.112.75.229, IP out: 118.147.149.216
Assigned request to server 2 with IP in: 80.112.75.229, IP out: 118.147.149.216
Server 4 assigned request with IP in: 183.173.173.42, IP out: 12.93.117.228
Assigned request to server 4 with IP in: 183.173.173.42, IP out: 12.93.117.228
Server 5 finished processing request.
Server 5 assigned request with IP in: 207.156.5.135, IP out: 11.78.98.92
Assigned request to server 5 with IP in: 207.156.5.135, IP out: 11.78.98.92
Server 1 finished processing request.
Server 9 finished processing request.
Server 1 assigned request with IP in: 2.246.117.149, IP out: 211.68.77.203
Assigned request to server 1 with IP in: 2.246.117.149, IP out: 211.68.77.203
Server 9 assigned request with IP in: 131.128.21.177, IP out: 218.154.23.156
Assigned request to server 9 with IP in: 131.128.21.177, IP out: 218.154.23.156
Server 7 finished processing request.
Server 8 finished processing request.
Server 9 finished processing request.
Server 7 assigned request with IP in: 171.174.108.208, IP out: 208.81.200.136
Assigned request to server 7 with IP in: 171.174.108.208, IP out: 208.81.200.136
Server 8 assigned request with IP in: 186.62.26.119, IP out: 50.18.153.40
Assigned request to server 8 with IP in: 186.62.26.119, IP out: 50.18.153.40
Server 9 assigned request with IP in: 190.173.108.225, IP out: 16.254.209.133
Assigned request to server 9 with IP in: 190.173.108.225, IP out: 16.254.209.133
Server 2 finished processing request.
Server 5 finished processing request.
Server 6 finished processing request.
Server 2 assigned request with IP in: 125.226.33.225, IP out: 234.101.232.28
Assigned request to server 2 with IP in: 125.226.33.225, IP out: 234.101.232.28
Server 5 assigned request with IP in: 191.253.66.44, IP out: 213.83.121.254
Assigned request to server 5 with IP in: 191.253.66.44, IP out: 213.83.121.254
Server 6 assigned request with IP in: 195.1.66.231, IP out: 187.181.113.176
Assigned request to server 6 with IP in: 195.1.66.231, IP out: 187.181.113.176
Server 3 finished processing request.
Server 3 assigned request with IP in: 35.214.57.36, IP out: 183.123.163.162
Assigned request to server 3 with IP in: 35.214.57.36, IP out: 183.123.163.162
Server 0 finished processing request.
Server 0 assigned request with IP in: 47.144.112.138, IP out: 201.126.136.248
Assigned request to server 0 with IP in: 47.144.112.138, IP out: 201.126.136.248
Server 1 finished processing request.
Server 3 finished processing request.
Server 4 finished processing request.
Server 1 assigned request with IP in: 221.120.73.122, IP out: 39.49.174.130
Assigned request to server 1 with IP in: 221.120.73.122, IP out: 39.49.174.130
Server 3 assigned request with IP in: 134.123.96.31, IP out: 189.7.253.202
Assigned request to server 3 with IP in: 134.123.96.31, IP out: 189.7.253.202
Server 4 assigned request with IP in: 125.234.121.93, IP out: 121.16.244.175
Assigned request to server 4 with IP in: 125.234.121.93, IP out: 121.16.244.175
Server 0 finished processing request.
Server 8 finished processing request.
Added request with IP in: 222.161.196.248, IP out: 127.48.212.219, processing time: 14
Server 0 assigned request with IP in: 190.59.180.237, IP out: 245.210.238.8
Assigned request to server 0 with IP in: 190.59.180.237, IP out: 245.210.238.8
Server 8 assigned request with IP in: 143.18.245.183, IP out: 48.118.226.2
Assigned request to server 8 with IP in: 143.18.245.183, IP out: 48.118.226.2
Server 5 finished processing request.
Server 7 finished processing request.
Server 5 assigned request with IP in: 64.72.230.5, IP out: 86.167.255.84
Assigned request to server 5 with IP in: 64.72.230.5, IP out: 86.167.255.84
Server 7 assigned request with IP in: 237.182.210.62, IP out: 233.144.160.109
Assigned request to server 7 with IP in: 237.182.210.62, IP out: 233.144.160.109
Server 2 finished processing request.
Server 5 finished processing request.
Server 9 finished processing request.
Server 2 assigned request with IP in: 71.53.133.144, IP out: 147.66.84.4
Assigned request to server 2 with IP in: 71.53.133.144, IP out: 147.66.84.4
Server 5 assigned request with IP in: 110.176.158.92, IP out: 91.116.127.167
Assigned request to server 5 with IP in: 110.176.158.92, IP out: 91.116.127.167
Server 9 assigned request with IP in: 251.22.16.36, IP out: 145.238.53.47
Assigned request to server 9 with IP in: 251.22.16.36, IP out: 145.238.53.47
Server 6 finished processing request.
Server 6 assigned request with IP in: 30.149.39.250, IP out: 105.121.224.138
Assigned request to server 6 with IP in: 30.149.39.250, IP out: 105.121.224.138
Server 2 finished processing request.
Server 3 finished processing request.
Server 9 finished processing request.
Server 2 assigned request with IP in: 108.62.69.239, IP out: 197.60.31.177
Assigned request to server 2 with IP in: 108.62.69.239, IP out: 197.60.31.177
Server 3 assigned request with IP in: 163.153.108.245, IP out: 94.90.70.226
Assigned request to server 3 with IP in: 163.153.108.245, IP out: 94.90.70.226
Server 9 assigned request with IP in: 235.83.205.82, IP out: 5.253.231.66
Assigned request to server 9 with IP in: 235.83.205.82, IP out: 5.253.231.66
Server 0 finished processing request.
Server 4 finished processing request.
Server 8 finished processing request.
Server 0 assigned request with IP in: 115.228.200.53, IP out: 112.103.228.128
Assigned request to server 0 with IP in: 115.228.200.53, IP out: 112.103.228.128
Server 4 assigned request with IP in: 95.70.108.159, IP out: 10.155.94.51
Assigned request to server 4 with IP in: 95.70.108.159, IP out: 10.155.94.51
Server 8 assigned request with IP in: 16.111.56.163, IP out: 53.211.67.195
Assigned request to server 8 with IP in: 16.111.56.163, IP out: 53.211.67.195
Server 1 finished processing request.
Added request with IP in: 166.158.211.144, IP out: 34.159.175.104, processing time: 22
Server 1 assigned request with IP in: 205.124.210.203, IP out: 133.96.114.163
Assigned request to server 1 with IP in: 205.124.210.203, IP out: 133.96.114.163
Server 0 finished processing request.
Server 7 finished processing request.
Added request with IP in: 133.191.18.51, IP out: 57.112.56.202, processing time: 56
Server 0 assigned request with IP in: 47.10.237.108, IP out: 145.16.48.63
Assigned request to server 0 with IP in: 47.10.237.108, IP out: 145.16.48.63
Server 7 assigned request with IP in: 65.179.213.19, IP out: 178.213.125.176
Assigned request to server 7 with IP in: 65.179.213.19, IP out: 178.213.125.176
Server 2 finished processing request.
Server 6 finished processing request.
Server 2 assigned request with IP in: 119.205.215.62, IP out: 199.184.94.193
Assigned request to server 2 with IP in: 119.205.215.62, IP out: 199.184.94.193
Server 6 assigned request with IP in: 177.224.239.52, IP out: 135.190.249.213
Assigned request to server 6 with IP in: 177.224.239.52, IP out: 135.190.249.213
Server 0 finished processing request.
Server 3 finished processing request.
Server 9 finished processing request.
Server 0 assigned request with IP in: 161.34.249.98, IP out: 86.239.76.101
Assigned request to server 0 with IP in: 161.34.249.98, IP out: 86.239.76.101
Server 3 assigned request with IP in: 229.2.230.127, IP out: 31.31.162.14
Assigned request to server 3 with IP in: 229.2.230.127, IP out: 31.31.162.14
Server 9 assigned request with IP in: 0.187.247.212, IP out: 125.218.49.75
Assigned request to server 9 with IP in: 0.187.247.212, IP out: 125.218.49.75
Server 5 finished processing request.
Server 5 assigned request with IP in: 157.104.38.179, IP out: 158.186.31.211
Assigned request to server 5 with IP in: 157.104.38.179, IP out: 158.186.31.211
Server 6 finished processing request.
Server 7 finished processing request.
Server 8 finished processing request.
Server 9 finished processing request.
Server 6 assigned request with IP in: 132.191.235.243, IP out: 9.51.215.182
Assigned request to server 6 with IP in: 132.191.235.243, IP out: 9.51.215.182
Server 7 assigned request with IP in: 0.154.25.212, IP out: 208.75.217.173
Assigned request to server 7 with IP in: 0.154.25.212, IP out: 208.75.217.173
Server 8 assigned request with IP in: 244.185.76.78, IP out: 181.76.120.120
Assigned request to server 8 with IP in: 244.185.76.78, IP out: 181.76.120.120
Server 9 assigned request with IP in: 23.194.208.61, IP out: 20.66.162.209
Assigned request to server 9 with IP in: 23.194.208.61, IP out: 20.66.162.209
Server 0 finished processing request.
Server 1 finished processing request.
Server 2 finished processing request.
Server 0 assigned request with IP in: 35.185.181.254, IP out: 208.227.206.46
Assigned request to server 0 with IP in: 35.185.181.254, IP out: 208.227.206.46
Server 1 assigned request with IP in: 41.125.44.49, IP out: 45.251.233.73
Assigned request to server 1 with IP in: 41.125.44.49, IP out: 45.251.233.73
Server 2 assigned request with IP in: 241.16.249.248, IP out: 25.9.111.112
Assigned request to server 2 with IP in: 241.16.249.248, IP out: 25.9.111.112
Server 7 finished processing request.
Server 7 assigned request with IP in: 113.189.123.14, IP out: 35.85.91.93
Assigned request to server 7 with IP in: 113.189.123.14, IP out: 35.85.91.93
Server 2 finished processing request.
Server 4 finished processing request.
Server 6 finished processing request.
Added request with IP in: 10.190.45.110, IP out: 240.172.245.123, processing time: 62
Server 2 assigned request with IP in: 121.204.121.175, IP out: 157.120.13.177
Assigned request to server 2 with IP in: 121.204.121.175, IP out: 157.120.13.177
Server 4 assigned request with IP in: 29.208.214.25, IP out: 165.28.183.198
Assigned request to server 4 with IP in: 29.208.214.25, IP out: 165.28.183.198
Server 6 assigned request with IP in: 252.168.18.24, IP out: 132.228.210.248
Assigned request to server 6 with IP in: 252.168.18.24, IP out: 132.228.210.248
Server 2 finished processing request.
Added request with IP in: 213.202.161.225, IP out: 224.250.129.121, processing time: 90
Server 2 assigned request with IP in: 148.227.114.60, IP out: 120.182.65.190
Assigned request to server 2 with IP in: 148.227.114.60, IP out: 120.182.65.190
Server 0 finished processing request.
Server 1 finished processing request.
Server 3 finished processing request.
Server 8 finished processing request.
Server 0 assigned request with IP in: 0.118.125.178, IP out: 185.135.150.63
Assigned request to server 0 with IP in: 0.118.125.178, IP out: 185.135.150.63
Server 1 assigned request with IP in: 239.10.192.72, IP out: 236.102.74.219
Assigned request to server 1 with IP in: 239.10.192.72, IP out: 236.102.74.219
Server 3 assigned request with IP in: 100.40.47.81, IP out: 182.219.88.193
Assigned request to server 3 with IP in: 100.40.47.81, IP out: 182.219.88.193
Server 8 assigned request with IP in: 156.150.71.23, IP out: 85.137.149.203
Assigned request to server 8 with IP in: 156.150.71.23, IP out: 85.137.149.203
Server 5 finished processing request.
Server 7 finished processing request.
Server 9 finished processing request.
Added request with IP in: 183.36.1.64, IP out: 93.230.118.209, processing time: 78
Server 5 assigned request with IP in: 134.245.170.173, IP out: 195.152.104.130
Assigned request to server 5 with IP in: 134.245.170.173, IP out: 195.152.104.130
Server 7 assigned request with IP in: 96.140.93.75, IP out: 61.40.82.84
Assigned request to server 7 with IP in: 96.140.93.75, IP out: 61.40.82.84
Server 9 assigned request with IP in: 49.52.228.44, IP out: 17.28.242.14
Assigned request to server 9 with IP in: 49.52.228.44, IP out: 17.28.242.14
Server 1 finished processing request.
Server 1 assigned request with IP in: 118.228.202.246, IP out: 158.133.28.234
Assigned request to server 1 with IP in: 118.228.202.246, IP out: 158.133.28.234
Server 7 finished processing request.
Server 7 assigned request with IP in: 24.233.253.69, IP out: 102.181.104.255
Assigned request to server 7 with IP in: 24.233.253.69, IP out: 102.181.104.255
Server 4 finished processing request.
Server 4 assigned request with IP in: 43.215.59.214, IP out: 111.67.201.30
Assigned request to server 4 with IP in: 43.215.59.214, IP out: 111.67.201.30
Server 0 finished processing request.
Server 3 finished processing request.
Server 6 finished processing request.
Server 7 finished processing request.
Server 8 finished processing request.
Server 0 assigned request with IP in: 72.254.85.159, IP out: 236.9.236.195
Assigned request to server 0 with IP in: 72.254.85.159, IP out: 236.9.236.195
Server 3 assigned request with IP in: 225.245.250.68, IP out: 234.251.12.201
Assigned request to server 3 with IP in: 225.245.250.68, IP out: 234.251.12.201
Server 6 assigned request with IP in: 24.20.49.3, IP out: 250.238.68.19
Assigned request to server 6 with IP in: 24.20.49.3, IP out: 250.238.68.19
Server 7 assigned request with IP in: 153.171.187.103, IP out: 190.94.22.151
Assigned request to server 7 with IP in: 153.171.187.103, IP out: 190.94.22.151
Server 8 assigned request with IP in: 53.63.102.30, IP out: 66.167.26.165
Assigned request to server 8 with IP in: 53.63.102.30, IP out: 66.167.26.165
Server 8 finished processing request.
Server 9 finished processing request.
Added request with IP in: 24.184.212.213, IP out: 16.187.61.132, processing time: 41
Server 8 assigned request with IP in: 180.120.142.45, IP out: 48.213.255.160
Assigned request to server 8 with IP in: 180.120.142.45, IP out: 48.213.255.160
Server 9 assigned request with IP in: 119.90.71.35, IP out: 197.120.56.101
Assigned request to server 9 with IP in: 119.90.71.35, IP out: 197.120.56.101
Server 2 finished processing request.
Added request with IP in: 106.88.144.121, IP out: 208.212.7.253, processing time: 42
Server 2 assigned request with IP in: 234.106.244.230, IP out: 56.64.158.227
Assigned request to server 2 with IP in: 234.106.244.230, IP out: 56.64.158.227
Server 5 finished processing request.
Server 5 assigned request with IP in: 9.30.245.211, IP out: 178.185.203.134
Assigned request to server 5 with IP in: 9.30.245.211, IP out: 178.185.203.134
Server 0 finished processing request.
Server 0 assigned request with IP in: 11.188.24.93, IP out: 206.128.52.232
Assigned request to server 0 with IP in: 11.188.24.93, IP out: 206.128.52.232
Server 1 finished processing request.
Server 8 finished processing request.
Server 1 assigned request with IP in: 84.214.124.74, IP out: 53.210.165.58
Assigned request to server 1 with IP in: 84.214.124.74, IP out: 53.210.165.58
Server 8 assigned request with IP in: 100.4.53.218, IP out: 172.118.37.141
Assigned request to server 8 with IP in: 100.4.53.218, IP out: 172.118.37.141
Server 0 finished processing request.
Server 3 finished processing request.
Server 4 finished processing request.
Server 0 assigned request with IP in: 169.70.94.48, IP out: 53.189.166.38
Assigned request to server 0 with IP in: 169.70.94.48, IP out: 53.189.166.38
Server 3 assigned request with IP in: 227.222.110.70, IP out: 126.216.179.130
Assigned request to server 3 with IP in: 227.222.110.70, IP out: 126.216.179.130
Server 4 assigned request with IP in: 189.69.13.117, IP out: 253.164.61.12
Assigned request to server 4 with IP in: 189.69.13.117, IP out: 253.164.61.12
Server 6 finished processing request.
Server 9 finished processing request.
Server 6 assigned request with IP in: 23.57.155.141, IP out: 136.216.24.154
Assigned request to server 6 with IP in: 23.57.155.141, IP out: 136.216.24.154
Server 9 assigned request with IP in: 148.234.219.104, IP out: 181.237.239.153
Assigned request to server 9 with IP in: 148.234.219.104, IP out: 181.237.239.153
Server 0 finished processing request.
Server 5 finished processing request.
Server 8 finished processing request.
Server 0 assigned request with IP in: 54.139.7.186, IP out: 3.64.83.171
Assigned request to server 0 with IP in: 54.139.7.186, IP out: 3.64.83.171
Server 5 assigned request with IP in: 16.235.161.11, IP out: 49.19.101.98
Assigned request to server 5 with IP in: 16.235.161.11, IP out: 49.19.101.98
Server 8 assigned request with IP in: 162.197.7.23, IP out: 186.129.216.234
Assigned request to server 8 with IP in: 162.197.7.23, IP out: 186.129.216.234
Server 5 finished processing request.
Server 7 finished processing request.
Server 5 assigned request with IP in: 134.171.144.15, IP out: 188.115.20.133
Assigned request to server 5 with IP in: 134.171.144.15, IP out: 188.115.20.133
Server 7 assigned request with IP in: 240.240.44.43, IP out: 82.141.170.131
Assigned request to server 7 with IP in: 240.240.44.43, IP out: 82.141.170.131
Server 2 finished processing request.
Server 2 assigned request with IP in: 206.110.51.131, IP out: 209.241.22.92
Assigned request to server 2 with IP in: 206.110.51.131, IP out: 209.241.22.92
Server 6 finished processing request.
Server 9 finished processing request.
Server 6 assigned request with IP in: 76.134.13.115, IP out: 90.114.67.216
Assigned request to server 6 with IP in: 76.134.13.115, IP out: 90.114.67.216
Server 9 assigned request with IP in: 179.30.85.66, IP out: 41.53.44.149
Assigned request to server 9 with IP in: 179.30.85.66, IP out: 41.53.44.149
Server 1 finished processing request.
Server 4 finished processing request.
Server 1 assigned request with IP in: 34.79.0.13, IP out: 176.150.84.247
Assigned request to server 1 with IP in: 34.79.0.13, IP out: 176.150.84.247
Server 4 assigned request with IP in: 78.160.118.74, IP out: 219.229.135.12
Assigned request to server 4 with IP in: 78.160.118.74, IP out: 219.229.135.12
Server 2 finished processing request.
Server 8 finished processing request.
Server 2 assigned request with IP in: 166.150.170.84, IP out: 102.173.72.185
Assigned request to server 2 with IP in: 166.150.170.84, IP out: 102.173.72.185
Server 8 assigned request with IP in: 85.119.130.129, IP out: 47.169.50.39
Assigned request to server 8 with IP in: 85.119.130.129, IP out: 47.169.50.39
Server 3 finished processing request.
Server 3 assigned request with IP in: 172.243.170.4, IP out: 152.99.8.72
Assigned request to server 3 with IP in: 172.243.170.4, IP out: 152.99.8.72
Server 0 finished processing request.
Server 0 assigned request with IP in: 180.81.75.164, IP out: 26.148.154.235
Assigned request to server 0 with IP in: 180.81.75.164, IP out: 26.148.154.235
Server 1 finished processing request.
Server 5 finished processing request.
Server 1 assigned request with IP in: 70.208.156.169, IP out: 239.42.103.83
Assigned request to server 1 with IP in: 70.208.156.169, IP out: 239.42.103.83
Server 5 assigned request with IP in: 131.234.190.188, IP out: 0.219.85.17
Assigned request to server 5 with IP in: 131.234.190.188, IP out: 0.219.85.17
Server 7 finished processing request.
Server 9 finished processing request.
Server 7 assigned request with IP in: 93.182.113.141, IP out: 173.119.208.90
Assigned request to server 7 with IP in: 93.182.113.141, IP out: 173.119.208.90
Server 9 assigned request with IP in: 225.249.125.153, IP out: 16.84.76.124
Assigned request to server 9 with IP in: 225.249.125.153, IP out: 16.84.76.124
Server 1 finished processing request.
Server 4 finished processing request.
Server 1 assigned request with IP in: 122.36.5.238, IP out: 160.34.171.234
Assigned request to server 1 with IP in: 122.36.5.238, IP out: 160.34.171.234
Server 4 assigned request with IP in: 168.142.33.192, IP out: 41.61.93.146
Assigned request to server 4 with IP in: 168.142.33.192, IP out: 41.61.93.146
Server 6 finished processing request.
Server 7 finished processing request.
Server 9 finished processing request.
Added request with IP in: 39.73.11.240, IP out: 206.124.68.1, processing time: 76
Server 6 assigned request with IP in: 192.116.121.186, IP out: 162.213.9.7
Assigned request to server 6 with IP in: 192.116.121.186, IP out: 162.213.9.7
Server 7 assigned request with IP in: 23.179.245.108, IP out: 152.52.143.113
Assigned request to server 7 with IP in: 23.179.245.108, IP out: 152.52.143.113
Server 9 assigned request with IP in: 196.144.255.180, IP out: 3.237.211.226
Assigned request to server 9 with IP in: 196.144.255.180, IP out: 3.237.211.226
Server 0 finished processing request.
Server 2 finished processing request.
Server 3 finished processing request.
Server 8 finished processing request.
Server 0 assigned request with IP in: 22.173.163.14, IP out: 126.171.112.73
Assigned request to server 0 with IP in: 22.173.163.14, IP out: 126.171.112.73
Server 2 assigned request with IP in: 111.96.228.42, IP out: 54.129.237.144
Assigned request to server 2 with IP in: 111.96.228.42, IP out: 54.129.237.144
Server 3 assigned request with IP in: 35.115.150.19, IP out: 5.42.34.220
Assigned request to server 3 with IP in: 35.115.150.19, IP out: 5.42.34.220
Server 8 assigned request with IP in: 18.2.171.201, IP out: 154.102.66.10
Assigned request to server 8 with IP in: 18.2.171.201, IP out: 154.102.66.10
Server 1 finished processing request.
Server 4 finished processing request.
Server 1 assigned request with IP in: 185.250.58.208, IP out: 122.192.75.146
Assigned request to server 1 with IP in: 185.250.58.208, IP out: 122.192.75.146
Server 4 assigned request with IP in: 41.30.229.240, IP out: 155.50.106.64
Assigned request to server 4 with IP in: 41.30.229.240, IP out: 155.50.106.64
Server 7 finished processing request.
Added request with IP in: 211.215.214.245, IP out: 154.221.244.126, processing time: 68
Server 7 assigned request with IP in: 34.85.58.47, IP out: 67.162.56.51
Assigned request to server 7 with IP in: 34.85.58.47, IP out: 67.162.56.51
Server 5 finished processing request.
Server 5 assigned request with IP in: 25.125.214.34, IP out: 20.116.212.91
Assigned request to server 5 with IP in: 25.125.214.34, IP out: 20.116.212.91
Server 0 finished processing request.
Server 3 finished processing request.
Server 0 assigned request with IP in: 192.241.46.24, IP out: 108.224.184.221
Assigned request to server 0 with IP in: 192.241.46.24, IP out: 108.224.184.221
Server 3 assigned request with IP in: 170.202.148.253, IP out: 141.75.166.235
Assigned request to server 3 with IP in: 170.202.148.253, IP out: 141.75.166.235
Server 3 finished processing request.
Server 5 finished processing request.
Server 9 finished processing request.
Server 3 assigned request with IP in: 14.210.194.19, IP out: 100.151.108.51
Assigned request to server 3 with IP in: 14.210.194.19, IP out: 100.151.108.51
Server 5 assigned request with IP in: 23.103.183.175, IP out: 35.254.129.127
Assigned request to server 5 with IP in: 23.103.183.175, IP out: 35.254.129.127
Server 9 assigned request with IP in: 153.98.158.158, IP out: 135.94.166.134
Assigned request to server 9 with IP in: 153.98.158.158, IP out: 135.94.166.134
Server 4 finished processing request.
Server 6 finished processing request.
Server 9 finished processing request.
Server 4 assigned request with IP in: 79.25.189.201, IP out: 129.189.162.125
Assigned request to server 4 with IP in: 79.25.189.201, IP out: 129.189.162.125
Server 6 assigned request with IP in: 39.178.248.67, IP out: 213.39.97.97
Assigned request to server 6 with IP in: 39.178.248.67, IP out: 213.39.97.97
Server 9 assigned request with IP in: 250.111.214.166, IP out: 177.171.56.174
Assigned request to server 9 with IP in: 250.111.214.166, IP out: 177.171.56.174
Server 2 finished processing request.
Server 8 finished processing request.
Server 2 assigned request with IP in: 62.17.88.163, IP out: 225.80.171.28
Assigned request to server 2 with IP in: 62.17.88.163, IP out: 225.80.171.28
Server 8 assigned request with IP in: 213.29.193.173, IP out: 98.118.18.142
Assigned request to server 8 with IP in: 213.29.193.173, IP out: 98.118.18.142
Server 0 finished processing request.
Server 1 finished processing request.
Server 7 finished processing request.
Server 0 assigned request with IP in: 206.170.61.190, IP out: 160.215.110.242
Assigned request to server 0 with IP in: 206.170.61.190, IP out: 160.215.110.242
Server 1 assigned request with IP in: 217.98.105.67, IP out: 235.223.213.213
Assigned request to server 1 with IP in: 217.98.105.67, IP out: 235.223.213.213
Server 7 assigned request with IP in: 107.187.202.247, IP out: 198.93.162.161
Assigned request to server 7 with IP in: 107.187.202.247, IP out: 198.93.162.161
Server 3 finished processing request.
Server 7 finished processing request.
Server 3 assigned request with IP in: 182.155.36.216, IP out: 110.43.96.61
Assigned request to server 3 with IP in: 182.155.36.216, IP out: 110.43.96.61
Server 7 assigned request with IP in: 2.164.86.218, IP out: 90.212.165.224
Assigned request to server 7 with IP in: 2.164.86.218, IP out: 90.212.165.224
Server 0 finished processing request.
Server 5 finished processing request.
Server 9 finished processing request.
Server 0 assigned request with IP in: 147.145.53.92, IP out: 87.94.127.148
Assigned request to server 0 with IP in: 147.145.53.92, IP out: 87.94.127.148
Server 5 assigned request with IP in: 235.133.6.224, IP out: 113.92.90.49
Assigned request to server 5 with IP in: 235.133.6.224, IP out: 113.92.90.49
Server 9 assigned request with IP in: 102.17.52.25, IP out: 203.24.199.89
Assigned request to server 9 with IP in: 102.17.52.25, IP out: 203.24.199.89
Server 4 finished processing request.
Server 4 assigned request with IP in: 91.233.235.23, IP out: 208.24.1.100
Assigned request to server 4 with IP in: 91.233.235.23, IP out: 208.24.1.100
Server 8 finished processing request.
Server 8 assigned request with IP in: 63.110.109.19, IP out: 26.111.166.251
Assigned request to server 8 with IP in: 63.110.109.19, IP out: 26.111.166.251
Server 1 finished processing request.
Server 2 finished processing request.
Server 3 finished processing request.
Server 5 finished processing request.
Server 7 finished processing request.
Server 9 finished processing request.
Server 1 assigned request with IP in: 139.20.132.223, IP out: 165.17.44.138
Assigned request to server 1 with IP in: 139.20.132.223, IP out: 165.17.44.138
Server 2 assigned request with IP in: 249.238.72.145, IP out: 148.196.83.150
Assigned request to server 2 with IP in: 249.238.72.145, IP out: 148.196.83.150
Server 3 assigned request with IP in: 165.131.153.170, IP out: 31.158.155.172
Assigned request to server 3 with IP in: 165.131.153.170, IP out: 31.158.155.172
Server 5 assigned request with IP in: 65.250.52.110, IP out: 124.15.22.25
Assigned request to server 5 with IP in: 65.250.52.110, IP out: 124.15.22.25
Server 7 assigned request with IP in: 235.74.142.65, IP out: 198.36.248.65
